================ Training Loss (Wed May 19 15:36:19 2021) ================
================ Training Loss (Wed May 19 15:37:57 2021) ================
(epoch: 1, iters: 800, time: 0.145, data: 10.561) D_A: 0.403 G_A: 0.501 cycle_A: 3.102 idt_A: 1.447 D_B: 0.412 G_B: 0.442 cycle_B: 2.978 idt_B: 1.427 
(epoch: 2, iters: 128, time: 0.136, data: 0.012) D_A: 0.288 G_A: 0.496 cycle_A: 2.394 idt_A: 1.306 D_B: 0.305 G_B: 0.356 cycle_B: 2.758 idt_B: 1.166 
(epoch: 2, iters: 928, time: 0.126, data: 0.012) D_A: 0.230 G_A: 0.444 cycle_A: 2.317 idt_A: 1.434 D_B: 0.251 G_B: 0.379 cycle_B: 2.938 idt_B: 1.009 
(epoch: 3, iters: 256, time: 0.146, data: 0.016) D_A: 0.195 G_A: 0.567 cycle_A: 1.923 idt_A: 1.016 D_B: 0.251 G_B: 0.353 cycle_B: 2.296 idt_B: 0.919 
(epoch: 3, iters: 1056, time: 0.149, data: 0.023) D_A: 0.205 G_A: 0.504 cycle_A: 1.845 idt_A: 1.104 D_B: 0.222 G_B: 0.378 cycle_B: 2.175 idt_B: 0.822 
(epoch: 4, iters: 384, time: 0.148, data: 0.009) D_A: 0.200 G_A: 0.585 cycle_A: 2.003 idt_A: 1.296 D_B: 0.416 G_B: 0.544 cycle_B: 2.574 idt_B: 0.897 
(epoch: 4, iters: 1184, time: 0.133, data: 0.020) D_A: 0.356 G_A: 0.699 cycle_A: 2.109 idt_A: 0.828 D_B: 0.223 G_B: 0.371 cycle_B: 1.752 idt_B: 0.943 
(epoch: 5, iters: 512, time: 0.138, data: 0.002) D_A: 0.127 G_A: 0.657 cycle_A: 2.480 idt_A: 0.762 D_B: 0.311 G_B: 0.400 cycle_B: 2.003 idt_B: 1.025 
(epoch: 5, iters: 1312, time: 0.138, data: 0.010) D_A: 0.164 G_A: 0.557 cycle_A: 1.956 idt_A: 0.824 D_B: 0.262 G_B: 0.336 cycle_B: 1.746 idt_B: 0.904 
(epoch: 6, iters: 640, time: 0.146, data: 0.008) D_A: 0.172 G_A: 0.630 cycle_A: 1.784 idt_A: 0.838 D_B: 0.214 G_B: 0.323 cycle_B: 1.902 idt_B: 0.800 
(epoch: 6, iters: 1440, time: 0.132, data: 0.017) D_A: 0.155 G_A: 0.504 cycle_A: 1.669 idt_A: 0.651 D_B: 0.204 G_B: 0.376 cycle_B: 1.310 idt_B: 0.699 
(epoch: 7, iters: 768, time: 0.158, data: 0.016) D_A: 0.225 G_A: 0.581 cycle_A: 1.823 idt_A: 0.715 D_B: 0.210 G_B: 0.344 cycle_B: 1.509 idt_B: 0.771 
(epoch: 8, iters: 96, time: 0.138, data: 0.009) D_A: 0.166 G_A: 0.602 cycle_A: 1.793 idt_A: 0.810 D_B: 0.256 G_B: 0.519 cycle_B: 1.732 idt_B: 0.791 
(epoch: 8, iters: 896, time: 0.130, data: 0.010) D_A: 0.150 G_A: 0.596 cycle_A: 1.656 idt_A: 0.563 D_B: 0.211 G_B: 0.332 cycle_B: 1.282 idt_B: 0.782 
(epoch: 9, iters: 224, time: 0.139, data: 0.019) D_A: 0.138 G_A: 0.418 cycle_A: 1.714 idt_A: 1.259 D_B: 0.221 G_B: 0.406 cycle_B: 2.763 idt_B: 0.790 
(epoch: 9, iters: 1024, time: 0.138, data: 0.010) D_A: 0.179 G_A: 0.644 cycle_A: 1.693 idt_A: 0.787 D_B: 0.224 G_B: 0.293 cycle_B: 1.594 idt_B: 0.777 
(epoch: 10, iters: 352, time: 0.138, data: 0.008) D_A: 0.137 G_A: 0.669 cycle_A: 1.865 idt_A: 0.542 D_B: 0.198 G_B: 0.459 cycle_B: 1.259 idt_B: 0.781 
(epoch: 10, iters: 1152, time: 0.136, data: 0.010) D_A: 0.144 G_A: 0.671 cycle_A: 1.538 idt_A: 0.604 D_B: 0.211 G_B: 0.340 cycle_B: 1.313 idt_B: 0.733 
