================ Training Loss (Fri Oct  9 16:35:28 2020) ================
(epoch: 1, iters: 100, time: 0.576, data: 4.703) D_A: 0.220 G_A: 0.522 cycle_A: 1.714 idt_A: 0.421 D_B: 0.521 G_B: 0.498 cycle_B: 1.165 idt_B: 0.865 
================ Training Loss (Fri Oct  9 17:11:12 2020) ================
================ Training Loss (Fri Oct  9 17:12:21 2020) ================
================ Training Loss (Fri Oct  9 17:13:30 2020) ================
(epoch: 1, iters: 800, time: 0.129, data: 7.953) D_A: 0.475 G_A: 0.603 cycle_A: 1.760 idt_A: 0.740 D_B: 0.751 G_B: 1.242 cycle_B: 1.466 idt_B: 0.959 
(epoch: 2, iters: 224, time: 0.124, data: 0.015) D_A: 0.253 G_A: 0.467 cycle_A: 1.742 idt_A: 0.765 D_B: 0.608 G_B: 1.056 cycle_B: 1.551 idt_B: 0.922 
(epoch: 2, iters: 1024, time: 0.106, data: 0.020) D_A: 0.227 G_A: 0.430 cycle_A: 1.629 idt_A: 0.629 D_B: 0.291 G_B: 0.561 cycle_B: 1.288 idt_B: 0.827 
(epoch: 3, iters: 448, time: 0.128, data: 0.027) D_A: 0.267 G_A: 0.435 cycle_A: 1.627 idt_A: 0.579 D_B: 0.711 G_B: 0.887 cycle_B: 1.487 idt_B: 0.843 
(epoch: 3, iters: 1248, time: 0.132, data: 0.000) D_A: 0.181 G_A: 0.472 cycle_A: 1.512 idt_A: 0.570 D_B: 0.263 G_B: 0.411 cycle_B: 1.222 idt_B: 0.754 
(epoch: 4, iters: 672, time: 0.126, data: 0.016) D_A: 0.186 G_A: 0.385 cycle_A: 1.491 idt_A: 0.631 D_B: 0.231 G_B: 0.480 cycle_B: 1.197 idt_B: 0.729 
(epoch: 5, iters: 96, time: 0.129, data: 0.016) D_A: 0.201 G_A: 0.425 cycle_A: 1.484 idt_A: 0.636 D_B: 0.272 G_B: 0.534 cycle_B: 1.107 idt_B: 0.765 
